# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Fri Feb 16 12:05:55 2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# User preference: *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  where (koi_disposition like '%CANDIDATE%',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and koi_fpflag_nt = 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and koi_fpflag_ss = 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and koi_fpflag_co = 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and koi_fpflag_ec = 0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN kepid:          KepID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN kepoi_name:     KOI Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_disposition: Exoplanet Archive Disposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_period:     Orbital Period [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_time0bk:    Transit Epoch [BKJD],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_duration:   Transit Duration [hrs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_depth:      Transit Depth [ppm],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_prad:       Planetary Radius [Earth radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_sma:        Orbit Semi-Major Axis [au],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_sma_err1:   Orbit Semi-Major Axis Upper Unc. [au],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_sma_err2:   Orbit Semi-Major Axis Lower Unc. [au],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_incl:       Inclination [deg],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_incl_err1:  Inclination Upper Unc. [deg],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_incl_err2:  Inclination Lower Unc. [deg],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_teq:        Equilibrium Temperature [K],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_dor:        Planet-Star Distance over Star Radius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_dor_err1:   Planet-Star Distance over Star Radius Upper Unc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_dor_err2:   Planet-Star Distance over Star Radius Lower Unc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_count:      Number of Planets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_steff:      Stellar Effective Temperature [K],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_smet:       Stellar Metallicity [dex],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_smet_err1:  Stellar Metallicity Upper Unc. [dex],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_smet_err2:  Stellar Metallicity Lower Unc. [dex],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_srad:       Stellar Radius [Solar radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_smass:      Stellar Mass [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_smass_err1: Stellar Mass Upper Unc. [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_smass_err2: Stellar Mass Lower Unc. [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN ra:             RA [decimal degrees],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN dec:            Dec [decimal degrees],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_kepmag:     Kepler-band [mag],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_jmag:       J-band [mag],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_hmag:       H-band [mag],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_kmag:       K-band [mag],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kepid,kepoi_name,koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_count,koi_steff,koi_steff_err1,koi_steff_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,ra,dec,koi_kepmag,koi_jmag,koi_hmag,koi_kmag
10811496,K00753.01,CANDIDATE,0,0,0,0,19.89913995,1.49E-05,-1.49E-05,175.850252,5.81E-04,-5.81E-04,1.7822,0.0341,-0.0341,1.08E+04,1.71E+02,-1.71E+02,14.6,3.92E+00,-1.31E+00,0.1419,,,88.96,,,638,,,53.5,25.7,-25.7,1,5853,158,-176,-0.18,0.3,-0.3,0.868,0.233,-0.078,0.961,0.11,-0.121,297.00482,48.134129,15.436,14.254,13.9,13.826
11818800,K00777.01,CANDIDATE,0,0,0,0,40.4195037,1.14E-04,-1.14E-04,173.56469,2.22E-03,-2.22E-03,3.362,0.14,-0.14,6.26E+03,2.30E+02,-2.30E+02,7.51,1.12E+00,-9.10E-01,0.2062,,,89.05,,,467,,,54.7,24.1,-24.1,1,5446,179,-163,-0.54,0.35,-0.3,0.781,0.116,-0.095,0.714,0.104,-0.037,294.31686,50.080231,15.487,14.029,13.631,13.491
11918099,K00780.02,CANDIDATE,0,0,0,0,7.2406612,1.62E-05,-1.62E-05,137.75545,2.00E-03,-2.00E-03,0.558,0.171,-0.171,5.56E+02,4.41E+01,-4.41E+01,19.45,1.40E+00,-7.10E-01,0.0692,,,87.62,,,734,,,28.8,14.4,-14.4,2,5005,79,-79,0.14,0.15,-0.15,0.765,0.055,-0.028,0.85,0.025,-0.054,293.83331,50.23035,15.334,13.81,13.3,13.195
9579641,K00115.03,CANDIDATE,0,0,0,0,3.43591631,4.73E-05,-4.73E-05,132.6624,1.10E-02,-1.10E-02,3.133,0.407,-0.407,2.32E+01,3.40E+00,-3.40E+00,0.55,8.00E-02,-7.00E-02,0.0437,,,84.62,,,1272,,,6.65,3,-3,3,5779,104,-115,-0.06,0.15,-0.15,1.087,0.157,-0.142,0.941,0.074,-0.054,287.88733,46.276241,12.791,11.811,11.555,11.503
3115833,K00797.01,CANDIDATE,0,0,0,0,10.181584,6.19E-06,-6.19E-06,177.141891,4.83E-04,-4.83E-04,3.5089,0.0331,-0.0331,5.74E+03,5.32E+01,-5.32E+01,7.73,2.17E+00,-7.20E-01,0.0884,,,85.87,,,812,,,12.776,0.528,-0.528,1,5988,179,-197,-0.52,0.3,-0.3,0.836,0.234,-0.078,0.885,0.099,-0.099,291.28195,38.241669,15.657,14.408,14.036,13.939
3453214,K00802.01,CANDIDATE,0,0,0,0,19.62034692,3.73E-06,-3.73E-06,181.881819,1.48E-04,-1.48E-04,2.0038,0.0292,-0.0292,2.17E+04,8.50E+01,-8.50E+01,13.6,1.82E+00,-9.20E-01,0.1389,,,89.66,,,643,,,77.9,22,-22,1,5710,76,-85,-0.1,0.15,-0.15,0.905,0.121,-0.061,0.928,0.052,-0.058,293.81619,38.563568,15.562,14.364,13.996,13.894
4544670,K00815.01,CANDIDATE,0,0,0,0,34.84398644,4.04E-05,-4.04E-05,172.633252,9.40E-04,-9.40E-04,2.9315,0.0702,-0.0702,4.52E+03,8.25E+01,-8.25E+01,7.61,1.72E+00,-9.10E-01,0.1971,,,88.92,,,511,,,49.31,5,-5,1,5509,166,-166,-0.16,0.3,-0.3,0.871,0.196,-0.105,0.84,0.111,-0.074,285.92001,39.624828,15.684,14.363,13.96,13.875
4936180,K00820.01,CANDIDATE,0,0,0,0,4.64090031,1.49E-05,-1.49E-05,173.64638,2.61E-03,-2.61E-03,35.512,0.274,-0.274,2.45E+03,1.17E+01,-1.17E+01,30.09,5.79E+00,-3.14E+00,0.0503,,,19.01,,,1155,,,1.354,0.242,-0.242,1,6463,205,-205,-1.66,0.3,-0.2,0.826,0.159,-0.086,0.786,0.062,-0.045,295.11371,40.071171,15.27,14.224,13.954,13.785
5115978,K00823.01,CANDIDATE,0,0,0,0,1.028436523,7.05E-07,-7.05E-07,170.228582,5.40E-04,-5.40E-04,1.8606,0.034,-0.034,8.10E+03,1.27E+02,-1.27E+02,72.77,2.77E+01,-8.60E+00,0.0197,,,57.3,,,1947,,,2.891,0.184,-0.184,1,6228,183,-219,-0.44,0.28,-0.3,0.99,0.377,-0.117,0.959,0.121,-0.111,296.00699,40.295429,15.202,14.019,13.702,13.598
6867155,K00868.01,CANDIDATE,0,0,0,0,235.9986399,2.77E-04,-2.77E-04,208.399822,8.98E-04,-8.98E-04,8.2284,0.0606,-0.0606,2.07E+04,9.17E+01,-9.17E+01,10.59,3.50E-01,-5.20E-01,0.6534,,,89.76,,,188,,,184.83,7.9,-7.9,1,4245,85,-85,0.12,0.15,-0.15,0.657,0.022,-0.032,0.666,0.031,-0.031,293.00797,42.307201,15.172,13.251,12.678,12.515
6526710,K00856.01,CANDIDATE,0,0,0,0,39.74893077,1.55E-05,-1.55E-05,172.854644,3.01E-04,-3.01E-04,7.3051,0.0213,-0.0213,1.52E+04,4.41E+01,-4.41E+01,14.21,4.46E+00,-1.49E+00,0.2311,,,88.3,,,552,,,29.734,0.507,-0.507,1,6122,181,-218,-0.18,0.3,-0.3,0.964,0.303,-0.101,1.041,0.139,-0.139,293.17929,41.969238,15.344,14.131,13.824,13.767
6599919,K00858.01,CANDIDATE,0,0,0,0,13.61014819,5.97E-06,-5.97E-06,173.987319,3.46E-04,-3.46E-04,2.594,0.0194,-0.0194,5.73E+03,3.81E+01,-3.81E+01,19.02,4.92E+00,-2.28E+00,0.1061,,,86.94,,,733,,,20.24,2.2,-2.2,1,5697,154,-154,-0.26,0.3,-0.3,0.903,0.234,-0.108,0.857,0.117,-0.072,289.89777,42.009151,15.06,13.702,13.307,13.245
6862328,K00865.01,CANDIDATE,0,0,0,0,119.0207044,1.18E-04,-1.18E-04,222.236492,7.04E-04,-7.04E-04,8.1405,0.0382,-0.0382,7.43E+03,3.84E+01,-3.84E+01,8.98,1.23E+00,-1.35E+00,0.4582,,,89.96,,,366,,,120.05,2.5,-2.5,1,5453,81,-73,0.16,0.15,-0.15,1.062,0.146,-0.16,0.904,0.062,-0.039,291.58377,42.36816,15.085,13.858,13.476,13.398
7031517,K00871.01,CANDIDATE,0,0,0,0,12.94066866,3.35E-06,-3.35E-06,179.423014,2.06E-04,-2.06E-04,2.4845,0.0165,-0.0165,4.25E+04,1.98E+02,-1.98E+02,22.94,4.93E+00,-1.96E+00,0.1039,,,88.54,,,723,,,35.21,4.3,-4.3,1,5875,140,-175,-0.42,0.3,-0.3,0.809,0.174,-0.069,0.895,0.089,-0.099,291.11969,42.507069,15.215,14.079,13.715,13.633
7380537,K00883.01,CANDIDATE,0,0,0,0,2.688899233,1.90E-07,-1.90E-07,170.1020904,5.61E-05,-5.61E-05,2.11275,0.00254,-0.00254,3.75E+04,4.40E+01,-4.40E+01,12.04,1.36E+00,-7.90E-01,0.0335,,,90,,,929,,,11.4204,0.0214,-0.0214,1,4820,130,-144,-0.4,0.35,-0.3,0.639,0.072,-0.042,0.699,0.059,-0.072,296.68307,42.967869,15.766,14.178,13.631,13.522
8013419,K00901.01,CANDIDATE,0,0,0,0,12.73262407,4.40E-06,-4.40E-06,176.939054,2.73E-04,-2.73E-04,2.2083,0.0432,-0.0432,6.47E+03,4.10E+01,-4.10E+01,4.87,9.70E-01,-9.60E-01,0.0881,,,88.53,,,432,,,31.62,6.2,-6.2,1,3950,560,-301,-0.14,0.1,-0.1,0.541,0.107,-0.107,0.563,0.112,-0.112,285.16748,43.876339,15.75,13.909,13.326,13.182
8018547,K00902.01,CANDIDATE,0,0,0,0,83.92494032,8.00E-05,-8.00E-05,236.76334,7.18E-04,-7.18E-04,6.7904,0.0748,-0.0748,7.96E+03,5.48E+01,-5.48E+01,4.78,3.40E-01,-4.70E-01,0.3031,,,89.54,,,226,,,81.6,12.7,-12.7,1,3960,118,-130,-0.36,0.1,-0.15,0.509,0.036,-0.05,0.526,0.034,-0.046,287.85239,43.897991,15.754,14,13.359,13.215
8552202,K00914.01,CANDIDATE,0,0,0,0,3.886655224,7.82E-06,-7.82E-06,169.73814,1.55E-03,-1.55E-03,3.1646,0.0604,-0.0604,5.82E+02,1.39E+01,-1.39E+01,1.87,3.60E-01,-1.50E-01,0.0451,,,85.02,,,1010,,,7.47,2.8,-2.8,1,5662,153,-153,-0.54,0.3,-0.3,0.738,0.14,-0.06,0.813,0.08,-0.08,288.72665,44.60751,15.371,14.153,13.764,13.648
9140402,K00928.01,CANDIDATE,0,0,0,0,2.494170338,1.26E-06,-1.26E-06,170.852848,4.26E-04,-4.26E-04,1.1221,0.0175,-0.0175,8.64E+02,1.39E+01,-1.39E+01,2.42,2.40E-01,-1.20E-01,0.0351,,,89.69,,,1194,,,17.37,5.2,-5.2,1,5569,99,-110,-0.08,0.15,-0.15,0.829,0.082,-0.041,0.928,0.039,-0.078,284.75943,45.599129,15.251,13.945,13.542,13.589
8951215,K00924.01,CANDIDATE,0,0,0,0,39.4759093,1.32E-04,-1.32E-04,173.31207,2.50E-03,-2.50E-03,2.968,0.146,-0.146,1.01E+03,4.28E+01,-4.28E+01,4.06,1.31E+00,-4.40E-01,0.2338,,,88.8,,,577,,,44.7,22.3,-22.3,1,6225,172,-237,-0.12,0.25,-0.3,1.031,0.332,-0.111,1.091,0.155,-0.155,291.20804,45.244389,15.229,14.062,13.769,13.713
9347899,K00935.04,CANDIDATE,0,0,0,0,9.61731426,3.35E-05,-3.35E-05,142.47479,2.84E-03,-2.84E-03,3.8692,0.0772,-0.0772,2.34E+02,1.36E+01,-1.36E+01,1.94,2.90E-01,-3.80E-01,0.0873,,,88.96,,,1010,,,18.21,5,-5,4,6035,120,-120,-0.28,0.15,-0.15,1.257,0.187,-0.25,0.958,0.076,-0.068,294.02301,45.853081,15.237,14.233,13.984,13.871
2860866,K01103.01,CANDIDATE,0,0,0,0,90.1240507,4.43E-04,-4.43E-04,356.23415,3.20E-03,-3.20E-03,11.649,0.28,-0.28,3.02E+03,5.75E+01,-5.75E+01,7.12,2.41E+00,-8.00E-01,0.427,,,89.14,,,485,,,46.7,20.8,-20.8,1,6520,180,-248,0.07,0.25,-0.3,1.215,0.41,-0.137,1.279,0.165,-0.202,293.22391,38.033581,14.96,13.968,13.698,13.593
10460629,K01168.01,CANDIDATE,0,0,0,0,856.672115,9.59E-03,-9.59E-03,228.44988,7.27E-03,-7.27E-03,23.144,0.287,-0.287,8.58E+02,2.77E+01,-2.77E+01,3.87,1.94E+00,-7.50E-01,1.8045,,,89.95,,,242,,,288.6,12.7,-12.7,1,6449,163,-210,-0.32,0.24,-0.3,1.309,0.656,-0.254,1.063,0.253,-0.119,287.58679,47.600021,13.997,12.923,12.672,12.595
10319385,K01169.01,CANDIDATE,0,0,0,0,0.689210173,4.50E-07,-4.50E-07,133.28584,5.20E-04,-5.20E-04,1.6169,0.0179,-0.0179,1.95E+02,2.40E+00,-2.40E+00,1.32,1.90E-01,-6.00E-02,0.0156,,,87.33,,,1943,,,3.315,0.158,-0.158,1,5630,100,-122,0.36,0.1,-0.15,0.954,0.138,-0.039,1.064,0.042,-0.073,281.55118,47.469959,13.248,12.103,11.768,11.715
